Quelle procédure est requise pour attester la conformité du système d'information d'un téléservice ?;L'homologation;La déclaration CNIL;L'audit externe;La certification ANSSI;2;L'homologation est une étape du respect du RGS
Qui doit délivrer la décision d'homologation d'un système d'information pour un téléservice ?;L'autorité compétente;Le prestataire de confiance;L'ANSSI;Le délégué à la protection des données;2;L'autorité compétente prend la décision d'homologation
Sur quel critère la CNIL peut-elle sanctionner une société publique locale générant du chiffre d'affaires ?;Le budget de fonctionnement;Le montant des recettes annuelles;Le chiffre d'affaires du contrevenant;Le nombre d'habitants de la commune;4;Les sanctions peuvent viser les sociétés commerciales comme les SEM ou SPL générant un chiffre d'affaires.
Quel régime de responsabilité peut être invoqué si une cyberattaque cause un accident via une panne de signalisation ?;La responsabilité civile personnelle de l'élu;La responsabilité pour dommage de travaux publics;La responsabilité pénale du maire;La responsabilité pour faute de l'administration;3;Le dommage de travaux publics s'applique aux dommages causés par les ouvrages publics et leurs accessoires.
Dans quel cas la responsabilité administrative pour faute peut-elle être engagée suite à une cyberattaque ?;Si des manquements à la réglementation SI sont établis;Si le préjudice est uniquement financier;Si le système d'information est un ouvrage public;Si l'attaque est d'une ampleur exceptionnelle;2;La responsabilité est engagée si les conséquences sont imputables à des manquements dans l'application de la réglementation SI.
Une cyberattaque piratant les automates d'un réseau d'épuration est un exemple de quel type de responsabilité ?;La responsabilité civile de l'agent;La responsabilité pour faute de l'administration;La responsabilité pour dommage de travaux publics;La responsabilité pénale de la collectivité;4;Le dysfonctionnement d'une installation comme un réseau d'épuration relève du dommage de travaux publics.
Quelle condition est nécessaire pour engager la responsabilité administrative pour faute d'une collectivité ?;Une violation de la loi Informatique et Libertés;Un défaut d'entretien d'un ouvrage public;Un manquement aux obligations ayant causé un préjudice;Une sanction prononcée par la CNIL;4;La responsabilité pour faute exige un manquement de l'administration et un préjudice causé par ce manquement.
Comment caractérise-t-on une faute détachable du service ?;par des préoccupations d'ordre privé ou une particulière gravité;par un simple manquement aux règles de sécurité du service;par une négligence légère dans l'exercice des fonctions;par une erreur technique commise lors d'une maintenance;2;La faute détachable révèle des intérêts privés ou une gravité exceptionnelle
Quelle est la conséquence d'un cumul de fautes de service et de faute personnelle ?;l'agent doit indemniser directement la victime sans l'aide de la collectivité;la responsabilité de la collectivité est automatiquement écartée au profit de l'agent;la collectivité indemnise puis engage une action récursoire contre l'agent;la victime doit obligatoirement poursuivre l'agent sur son patrimoine propre;4;La collectivité assume la responsabilité avant de se retourner contre l'agent
Quel est l'objectif d'une action récursoire engagée par une collectivité ?;demander l'indemnisation des victimes auprès de l'assureur de l'agent;récupérer le remboursement auprès de l'élu ou de l'agent en cause;transférer la responsabilité pénale de l'agent vers l'institution;obliger la CNIL à réduire le montant des sanctions pécuniaires;3;L'action récursoire permet à la collectivité de se faire rembourser par l'agent
Dans quel cas la responsabilité civile d'un élu peut-elle être engagée sur son patrimoine ?;si l'agent a commis une erreur de manipulation informatique courante;si le dommage résulte d'un défaut d'entretien d'un ouvrage public;si la collectivité a commis une faute de gestion administrative;si sa faute est jugée détachable du service;5;La responsabilité personnelle nécessite une faute détachable du service
Si une faute personnelle est commise dans l'exercice des fonctions, qui est responsable vis-à-vis du tiers ?;la collectivité locale pour faute de service;l'agent public uniquement sur ses biens propres;le représentant légal de la collectivité uniquement;le prestataire informatique chargé de la maintenance;2;Le cumul permet d'engager la responsabilité de la collectivité pour faute
Quelle sanction peut être infligée par la CNIL pour un manquement grave au RGPD ?;Jusqu'à 20 millions d'euros ou 4 % du chiffre d'affaires;Jusqu'à 10 millions d'euros ou 2 % du chiffre d'affaires;Jusqu'à 50 millions d'euros ou 10 % du chiffre d'affaires;Jusqu'à 5 millions d'euros ou 5 % du chiffre d'affaires;2;Sanctions administratives de la CNIL
Sur quel fondement pénal un élu peut-il être poursuivi pour une atteinte à l'intégrité physique d'autrui ?;Violation du secret professionnel;Défaut de surveillance des installations;Faute d'imprudence ou de négligence;Non-respect du RGPD uniquement;4;Article 121-3 du Code pénal
Pour quelle infraction pénale un élu ne peut-il être poursuivi pour une violation du RGPD que si les circonstances révèlent une faute personnelle ?;Le retard de publication des délibérations;L'absence de téléservice;Le défaut de paiement en ligne;Le traitement de données sans mesures de sécurité;5;L'article 226-16 du Code pénal prévoit cinq ans d'emprisonnement et 300 000 euros d'amende.
Quel type de risque doit faire courir à autrui une faute caractérisée pour engager la responsabilité pénale d'un maire ?;Un risque purement financier;Un risque grave et immédiat;Un risque lointain et hypothétique;Un risque faible mais répété;3;Article 121-3 du Code pénal, par exemple la chute d'une cage de but mal fixée.
Quelle est la nature de la sanction pénale pour ne pas avoir tenu de registre des traitements ?;Une simple amende administrative;Une suspension du droit de vote;Une peine d'emprisonnement et une amende;Une exclusion des fonctions publiques;4;Article 226-16 du Code pénal
